CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE
2,180000,1563840,64669.5,1350000
0,135000,276277.5,21955.5,238500
0,180000,601470,30838.5,450000
0,225000,276277.5,21955.5,238500
0,112500,331920,16096.5,225000
2,157500,429763.5,26419.5,351000
0,112500,922500,33133.5,922500
0,157500,495000,49090.5,495000
0,157500,109467,11623.5,94500
0,427500,1800000,56002.5,1800000
0,67500,245268,15804,202500
0,74304,270000,18927,270000
0,189000,725328,27342,540000
0,171000,225000,17775,225000
0,135000,290088,23049,229500
0,112500,99504,10323,90000
0,202500,1094688,38178,945000
0,450000,1019844,57078,945000
0,270000,114430.5,12145.5,103500
0,135000,199008,23746.5,180000
0,225000,450000,14517,450000
1,157500,283500,26131.5,283500
1,157500,457312.5,26383.5,373500
5,270000,558000,44086.5,558000
0,270000,540000,22878,540000
0,112500,157500,16537.5,157500
0,112500,670401,25402.5,553500
0,306000,953010,40509,837000
0,135000,360000,28570.5,360000
1,90000,2156400,66933,1800000
0,121500,526491,26878.5,454500
0,225000,735579,31293,585000
2,157500,207000,16483.5,207000
0,90000,1045224,37674,810000
2,180000,450000,43969.5,450000
1,337500,264888,31563,234000
1,112500,431280,22149,360000
1,207000,900000,43299,900000
1,270000,360000,15133.5,360000
1,54000,302076,27702,270000
0,202500,407520,32328,360000
0,180000,351000,18049.5,351000
0,202500,1024740,52452,900000
0,94500,450000,32877,450000
3,360000,671652,37633.5,607500
2,67500,45000,4855.5,45000
0,157500,225000,17775,225000
1,90000,237024,11533.5,180000
0,67500,412560,17473.5,270000
0,180000,450000,35554.5,450000
0,225000,302076,23377.5,270000
1,144000,675000,21906,675000
0,135000,481176,24696,360000
1,135000,285723,20317.5,238500
0,337500,843088.5,34924.5,670500
0,135000,1572750,48946.5,1350000
0,157500,157500,7875,157500
0,211500,1575000,48888,1575000
0,135000,703728,36058.5,607500
1,157500,503266.5,52978.5,463500
0,427500,607500,44203.5,607500
0,292500,1483650,61227,1350000
0,247500,225000,11619,225000
0,315000,509400,37066.5,450000
1,112500,179109,19417.5,162000
0,67500,88884,7150.5,67500
0,382500,66829.5,6259.5,54000
0,270000,539100,27652.5,450000
0,157500,409716,21046.5,342000
1,144000,835686,53536.5,765000
0,157500,762192,24718.5,603000
0,225000,452133,36382.5,387000
0,337500,518071.5,40221,459000
0,90832.5,225000,22027.5,225000
0,90000,585000,23485.5,585000
1,225000,604993.5,22936.5,499500
1,157500,78192,8419.5,67500
2,450000,180000,21492,180000
0,90000,536917.5,23778,463500
1,36000,1096020,52726.5,900000
1,270000,360000,37800,360000
0,67500,52128,5472,45000
0,67500,45000,4725,45000
0,157500,300960,21897,225000
0,112500,817560,30951,675000
0,315000,1169532,42138,945000
0,202500,256185,23625,207000
0,135000,495000,25272,495000
0,202500,157500,7875,157500
0,135000,450000,35685,450000
1,337500,630000,32296.5,630000
1,189000,343800,11871,225000
0,135000,539100,29376,450000
4,157500,306306,15768,247500
1,180000,1019614.5,42079.5,895500
1,270000,900000,50256,900000
0,202500,260640,24034.5,225000
0,382500,509400,32683.5,450000
0,117000,225000,16371,225000
1,270000,1125000,109728,1125000
0,94500,189621,11601,144000
0,126000,679500,24403.5,679500
0,202500,225000,26833.5,225000
0,157500,248760,26262,225000
0,67500,257391,27157.5,238500
0,315000,917073,96430.5,855000
0,202500,537471,56569.5,495000
1,99000,315000,37512,315000
0,193500,967500,33628.5,967500
0,652500,1668555,114444,1575000
0,130500,395766,17563.5,283500
1,135000,540000,27000,540000
1,112500,52128,6313.5,45000
1,202500,450000,35554.5,450000
0,270000,119893.5,14355,103500
1,135000,331920,16096.5,225000
0,135000,322213.5,23044.5,288000
1,90000,270000,13914,270000
0,141750,502497,28975.5,454500
0,225000,621000,31707,621000
2,675000,1800000,74416.5,1800000
0,270000,1226700,39703.5,900000
0,270000,454500,36040.5,454500
0,112500,225000,16371,225000
0,67500,225000,9459,225000
0,135000,1096020,46566,900000
1,81000,177768,14175,135000
0,202500,248760,25618.5,225000
0,193500,202500,13662,202500
0,198000,1096020,46566,900000
0,49500,213322.5,11020.5,162000
0,90000,367560,15579,225000
1,270000,310500,22594.5,310500
0,180000,675000,28597.5,675000
0,180000,369720,29340,292500
0,202500,278460,25668,225000
1,270000,1528200,53118,1350000
0,180000,450000,23107.5,450000
0,202500,315000,25015.5,315000
0,135000,1350000,41904,1350000
1,270000,945000,34074,945000
0,166500,848745,36090,675000
0,243000,278460,25668,225000
0,112500,237024,15277.5,180000
1,90000,495000,25402.5,495000
0,225000,481176,24696,360000
0,108000,312768,24709.5,270000
1,202500,539100,27522,450000
0,90000,285723,20448,238500
0,130500,817560,30951,675000
0,82350,360000,15264,360000
1,279000,1563840,64669.5,1350000
1,180000,202500,10125,202500
0,157500,675000,25578,675000
2,382500,1706400,53095.5,1350000
1,180000,550980,35343,450000
0,387000,817560,30951,675000
1,144000,450000,30073.5,450000
2,157500,495972,27036,414000
1,202500,225000,17905.5,225000
2,112500,85500,10143,85500
0,112500,292500,18022.5,292500
0,202500,351792,18117,252000
0,117000,278460,21676.5,225000
0,292500,527373,30406.5,477000
0,157500,296280,18256.5,225000
0,225000,604683,31005,522000
0,157500,1024740,43416,900000
0,90000,278460,20947.5,225000
0,225000,502497,33709.5,454500
1,112500,312768,18085.5,270000
0,67500,140746.5,14548.5,121500
0,157500,315000,22918.5,315000
0,153000,350860.5,19161,283500
0,90000,474408,24349.5,396000
0,202500,458460,36351,405000
0,126000,675000,21906,675000
0,225000,192024,8199,135000
1,144000,296280,15255,225000
2,99000,67765.5,8172,58500
0,135000,225000,17775,225000
0,112500,135000,14539.5,135000
0,67500,455040,19129.5,360000
0,135000,272520,21658.5,225000
1,180000,285723,26334,238500
0,270000,1129500,63198,1129500
0,247500,659623.5,69264,607500
0,90000,521568,22054.5,360000
0,247500,407520,26172,360000
0,47250,292500,19674,292500
1,675000,1800000,56002.5,1800000
1,148500,360000,18378,360000
1,112500,387144,30717,342000
0,162000,225000,22050,225000
0,112500,360000,42853.5,360000
0,292500,454500,17131.5,454500
2,292500,270000,28350,270000
1,157500,512446.5,29416.5,463500
3,135000,270000,10309.5,270000
3,126000,1507500,62343,1507500
0,441000,780286.5,44793,666000
2,121500,207396,16515,157500
0,157500,276277.5,17032.5,238500
3,112500,366768,29106,324000
0,103500,585000,29866.5,585000
1,90000,237024,15277.5,180000
0,157500,350181,41688,328500
1,112500,254799,20259,193500
2,90000,414000,32836.5,414000
0,67500,112500,12114,112500
2,157500,1483650,61357.5,1350000
0,103500,450000,28890,450000
0,112500,229500,16699.5,229500
0,135000,52128,5602.5,45000
0,67500,229500,18130.5,229500
1,103500,495000,25402.5,495000
2,112500,600988.5,71455.5,553500
0,112500,280170,33381,247500
1,135000,332946,17127,238500
0,441000,848745,43465.5,675000
1,360000,517927.5,54517.5,477000
0,225000,900000,45954,900000
0,76500,225000,23184,225000
1,67500,194922,18004.5,157500
0,67500,675000,29862,675000
1,211500,376920,18261,270000
0,157500,1107900,35869.5,900000
3,157500,746280,59094,675000
1,450000,942759,48267,828000
0,157500,166810.5,17221.5,144000
0,112500,906660,34308,675000
0,166500,848745,36090,675000
1,202500,167076,15453,135000
0,135000,543037.5,31302,463500
0,202500,387000,30703.5,387000
0,90000,276903,21559.5,247500
0,202500,1350000,42034.5,1350000
1,112500,745429.5,30762,643500
0,202500,440784,24741,360000
0,225000,539100,27522,450000
0,180000,122521.5,9288,99000
0,135000,296280,19930.5,225000
0,270000,533313,48915,472500
1,157500,126000,6966,126000
0,247500,228861,24777,207000
0,202500,202500,20880,202500
0,180000,318528,20484,252000
0,180000,573408,29407.5,495000
1,180000,587623.5,47245.5,544500
0,135000,450000,47254.5,450000
1,202500,601470,32760,450000
0,153000,450000,22977,450000
1,225000,450000,32746.5,450000
0,495000,1572750,50863.5,1350000
0,292500,495000,31765.5,495000
0,315000,675526.5,50638.5,598500
0,180000,622413,31909.5,495000
1,135000,269982,32170.5,238500
0,202500,1470330,60808.5,1372500
0,135000,395766,20205,283500
0,270000,534204,45981,495000
0,99000,332946,16146,238500
0,180000,738108,58446,630000
2,112500,481176,24696,360000
0,49500,312768,19264.5,270000
0,171000,688500,29299.5,688500
0,180000,260640,24034.5,225000
0,126000,450000,22977,450000
1,135000,324000,25726.5,324000
0,157500,746280,41800.5,675000
0,202500,1968529.5,61231.5,1759500
0,171000,450000,35685,450000
0,112500,463626,23800.5,387000
0,166500,479700,50503.5,450000
1,135000,937638,48006,823500
0,225000,440784,34956,360000
0,90000,315000,13239,315000
0,76500,270000,21330,270000
0,202500,884844,59260.5,810000
0,157500,1024740,49428,900000
3,180000,104256,10309.5,90000
0,90000,543037.5,31302,463500
0,157500,225000,19242,225000
0,112500,247500,15948,247500
2,67500,52128,6313.5,45000
1,202500,389844,17302.5,315000
0,112500,675000,48136.5,675000
1,225000,370638,18922.5,265500
0,135000,274500,25303.5,274500
0,90000,260640,26838,225000
0,135000,278460,22455,225000
0,243000,201469.5,13005,153000
0,180000,440784,32202,360000
0,67500,790830,44158.5,675000
0,112500,260640,31059,225000
0,427500,323460,25159.5,270000
0,225000,389844,20034,315000
1,225000,790830,57676.5,675000
1,189000,135000,6750,135000
1,157500,547272,43366.5,495000
0,112500,90000,9580.5,90000
0,90000,298728,13288.5,202500
0,117000,326664,15844.5,234000
1,202500,149256,17712,135000
2,207000,900000,48955.5,900000
2,225000,792162,40576.5,630000
1,180000,49752,5904,45000
0,315000,360000,37800,360000
0,211500,509400,40374,450000
0,112500,305640,29902.5,270000
0,315000,454500,48946.5,454500
0,135000,507469.5,40225.5,459000
0,180000,450000,22977,450000
0,297000,1572750,48816,1350000
1,85500,382500,20880,382500
0,112500,414612,22621.5,297000
0,135000,180000,9189,180000
0,119250,331920,17077.5,225000
0,405000,684000,35055,684000
1,225000,331920,17077.5,225000
0,90000,225171,13905,171000
0,157500,809082,45306,706500
0,427500,1032093,43857,922500
0,90000,164182.5,19615.5,148500
0,225000,900000,50256,900000
0,180000,450000,22977,450000
0,198000,260640,25776,225000
0,121500,156384,16155,135000
0,81000,225000,13896,225000
0,270000,831771,42597,661500
0,157500,315000,37381.5,315000
0,117000,172021.5,20542.5,148500
0,108000,182448,18823.5,157500
0,157500,458460,36351,405000
1,135000,400392,42174,360000
0,90000,315000,13239,315000
0,225000,341280,19588.5,270000
0,405000,675000,66762,675000
0,112500,539100,27652.5,450000
0,216000,157500,7875,157500
0,130500,358344,22050,283500
2,292500,601470,32760,450000
0,202500,746280,58963.5,675000
1,202500,157500,7875,157500
0,135000,769743,60943.5,657000
0,135000,681300,25812,562500
0,94500,495000,25272,495000
1,135000,225000,16371,225000
0,135000,225000,24232.5,225000
0,112500,225000,13896,225000
0,315000,479700,46858.5,450000
0,90000,149256,15799.5,135000
0,90000,427500,21955.5,427500
0,81000,67500,8140.5,67500
0,148500,440784,34825.5,360000
0,360000,2013840,62509.5,1800000
0,135000,237024,17374.5,180000
0,90000,296280,23539.5,225000
0,315000,463500,45972,463500
0,144000,540000,42795,540000
0,171000,1096020,56092.5,900000
0,157500,651960,27405,450000
0,90000,114430.5,11853,103500
0,112500,182448,14247,157500
0,180000,450000,47385,450000
0,315000,701631,35955,558000
0,166500,315000,19399.5,315000
0,67500,458235,24988.5,382500
1,315000,206059.5,16074,166500
0,135000,1024740,43546.5,900000
0,67500,278460,20947.5,225000
0,81000,45000,4855.5,45000
0,270000,620626.5,73782,589500
1,157500,543037.5,34834.5,463500
0,144000,315000,28890,315000
0,270000,320040,13581,225000
2,157500,177768,13063.5,135000
0,67500,193500,9877.5,193500
0,108000,440784,28300.5,360000
0,112500,301464,23949,238500
0,112500,536917.5,29254.5,463500
0,99000,225000,12915,225000
0,202500,317443.5,15399,256500
1,202500,746280,54436.5,675000
0,130500,527868,23251.5,455688
0,270000,979146,62577,855000
1,180000,601470,32760,450000
0,180000,616527,22275,459000
1,157500,300960,21897,225000
0,157500,225000,23184,225000
0,112500,163512,11898,135000
0,157500,900000,43299,900000
0,112500,207396,13383,157500
0,135000,360000,19660.5,360000
0,270000,922500,51642,922500
0,81000,378180,16029,247500
1,90000,331920,18135,225000
0,72000,182448,12825,157500
1,121500,495000,26982,495000
1,225000,271957.5,32404.5,252000
0,90000,1058197.5,38137.5,913500
0,81000,94810.5,4968,72000
1,135000,594121.5,25299,472500
0,76500,248760,26248.5,225000
2,67500,225000,11619,225000
0,112500,225000,23625,225000
0,168750,622413,28971,495000
1,180000,459000,42228,459000
1,288000,945000,34074,945000
2,135000,172021.5,17757,148500
0,112500,817560,30951,675000
1,166500,900000,32458.5,900000
1,121500,314496,10867.5,175500
0,202500,495000,47862,495000
0,315000,840285,43033.5,738000
0,225000,367560,15448.5,225000
1,135000,969412.5,31401,787500
1,180000,252531,30100.5,234000
0,157500,234576,24759,202500
0,148500,1169532,42138,945000
0,202500,283500,14602.5,283500
0,180000,180000,9000,180000
1,202500,265851,21132,229500
0,130500,539100,27652.5,450000
0,135000,583834.5,31801.5,504000
0,189000,781920,42547.5,675000
0,94500,296280,23539.5,225000
0,193500,1024740,52452,900000
0,180000,790830,57676.5,675000
0,225000,346968,27540,274500
0,360000,1057266,59166,945000
0,193500,1125000,62820,1125000
0,225000,296280,23539.5,225000
0,121500,286704,16587,247500
1,67500,848745,36090,675000
1,202500,254700,18531,225000
2,144000,887778,37741.5,729000
0,180000,180000,9000,180000
0,180000,450000,35685,450000
1,180000,761872.5,54310.5,675000
0,67500,396000,20218.5,396000
0,157500,675000,34596,675000
0,180000,189058.5,19980,171000
0,135000,195543,14359.5,148500
0,450000,2013840,62640,1800000
0,67500,431280,22018.5,360000
0,112500,237024,12231,180000
0,180000,199152,10930.5,135000
0,157500,295168.5,12636,238500
0,225000,675000,25578,675000
0,135000,1293840,41868,1080000
1,202500,278811,14364,189000
0,171000,450000,23107.5,450000
1,144000,599778,24880.5,477000
0,225000,1966144.5,68472,1795500
0,112500,450000,22977,450000
0,76500,135000,7020,135000
0,90000,111384,9058.5,90000
1,225000,270000,13500,270000
0,157500,1030680,65997,900000
0,67500,225000,17905.5,225000
0,76500,225000,11619,225000
0,315000,720000,25992,720000
0,135000,55692,4594.5,45000
1,315000,1520325,49176,1305000
2,202500,783927,33345,688500
0,157500,296280,23539.5,225000
0,180000,1350000,,1350000
0,135000,433057.5,22239,324000
0,180000,409716,21046.5,342000
0,112500,540360,19539,427500
2,202500,225000,19242,225000
0,90000,306306,15768,247500
0,112500,543037.5,30451.5,463500
0,202500,900000,29164.5,900000
0,112500,431280,22149,360000
0,180000,720000,36891,720000
1,202500,228915,14760,189000
0,202500,501390,39744,409500
0,270000,260640,20182.5,225000
0,81000,296280,18256.5,225000
0,180000,678996,28899,540000
3,216000,180000,9000,180000
2,112500,495000,39240,495000
0,171000,450000,34825.5,450000
2,810000,1451047.5,60012,1354500
0,270000,1130548.5,40738.5,913500
0,279000,976135.5,54634.5,904500
0,90000,248760,24601.5,225000
0,90000,407520,32197.5,360000
0,112500,157500,18819,157500
0,360000,302076,23508,270000
4,135000,601470,28935,450000
0,135000,847543.5,27468,688500
0,180000,817560,30951,675000
1,202500,479700,57060,450000
1,112500,334152,17190,270000
0,180000,781920,37746,675000
0,157500,269982,29205,238500
1,67500,225000,23755.5,225000
1,112500,149256,14760,135000
2,112500,45000,4725,45000
0,171000,548775,39159,508500
1,202500,675000,36747,675000
0,270000,535500,39096,535500
0,450000,509400,40374,450000
0,202500,266652,21195,202500
1,85500,245268,15673.5,202500
0,135000,746280,59094,675000
0,202500,198085.5,16011,171000
0,121500,407520,32328,360000
1,175500,990000,35689.5,990000
0,405000,1755000,54472.5,1755000
0,99000,229500,13302,229500
0,202500,900000,45954,900000
1,112500,450000,28890,450000
0,360000,710640,74623.5,675000
0,135000,468333,34209,382500
0,180000,381096,24484.5,301500
0,157500,280170,33381,247500
0,225000,1024740,52452,900000
0,270000,579942,45949.5,495000
1,157500,450000,27531,450000
0,225000,1928304,79708.5,1800000
1,315000,877500,44932.5,877500
0,54000,180000,9000,180000
1,427500,714154.5,36594,616500
0,112500,78192,8550,67500
0,261000,450000,53536.5,450000
1,135000,312840,17959.5,247500
0,225000,728460,56502,675000
0,90000,414612,21298.5,297000
1,135000,625536,26500.5,540000
3,225000,450000,22977,450000
0,270000,713286,49774.5,660937.5
0,207000,504000,27472.5,504000
0,270000,710640,69228,675000
0,225000,871029,47380.5,765000
0,90000,178213.5,13455,144000
0,135000,534451.5,39019.5,436500
0,450000,1002856.5,44302.5,823500
0,270000,454500,31761,454500
0,121500,675000,37692,675000
0,292500,573408,29407.5,495000
0,112500,94500,7195.5,94500
0,225000,549000,20826,549000
0,157500,163512,13045.5,135000
0,54000,130320,14161.5,112500
1,400500,543037.5,43033.5,463500
2,112500,312768,24840,270000
0,81000,103500,8307,103500
0,135000,1107900,35869.5,900000
0,265500,1602000,49725,1602000
0,157500,104256,12501,90000
0,171000,703728,31126.5,607500
0,135603,926383.5,39766.5,813618
1,225000,659025,52200,562500
3,99000,407520,32328,360000
2,76500,208512,19251,180000
0,67500,454500,16321.5,454500
0,382500,781920,34573.5,675000
0,153000,167076,15453,135000
0,112500,675000,41427,675000
0,108000,296280,19930.5,225000
2,225000,539100,22968,450000
1,202500,334152,18256.5,270000
0,193500,904500,49234.5,904500
0,225000,341280,27094.5,270000
0,112500,341280,21937.5,270000
0,135000,332946,17127,238500
1,157500,573408,25389,495000
1,112500,315000,25015.5,315000
0,135000,135000,10665,135000
0,135000,257391,27157.5,238500
0,180000,450000,35554.5,450000
0,112500,488970,18562.5,337500
2,270000,761872.5,53154,675000
0,180000,397332,29043,351000
0,225000,254799,15718.5,193500
0,270000,315000,25015.5,315000
0,112500,118512,9490.5,90000
1,225000,1485000,46093.5,1485000
0,90000,534451.5,39019.5,436500
0,157500,331920,16096.5,225000
0,180000,301464,23949,238500
1,162000,395766,20335.5,283500
1,292500,149256,15669,135000
1,112500,641173.5,30973.5,553500
0,247500,301464,19395,238500
0,121500,383787,27423,328500
1,99000,260640,27499.5,225000
0,171000,116955,9180,94500
1,112500,74628,7965,67500
0,157500,715500,38812.5,715500
1,135000,225000,11619,225000
1,67500,85500,7465.5,85500
0,67500,84577.5,9238.5,76500
1,157500,1125000,40540.5,1125000
2,112500,270000,15075,270000
0,135000,382500,16978.5,382500
0,202500,711000,23067,562500
0,90000,130320,13815,112500
0,292500,1096020,56092.5,900000
0,270000,675000,62041.5,675000
0,90000,45000,5220,45000
1,90000,247500,19683,247500
1,135000,541323,26172,405000
0,81000,260640,26838,225000
2,261000,675000,24376.5,675000
2,225000,1350000,42034.5,1350000
2,112500,360000,26194.5,360000
0,337500,909697.5,46579.5,747000
0,135000,400392,47646,360000
0,49500,104256,7924.5,90000
1,85500,607500,44334,607500
0,135000,509400,32553,450000
0,76500,248760,26262,225000
0,117000,312768,17955,270000
0,54000,199008,19813.5,180000
1,202500,1706400,53095.5,1350000
0,180000,1014493.5,55165.5,891000
0,180000,561564,23791.5,484776
0,180000,272520,21658.5,225000
1,135000,473841,34609.5,387000
0,157500,1943356.5,60448.5,1737000
0,112500,1354500,56029.5,1354500
2,225000,506902.5,34006.5,414000
0,67500,345510,15349.5,247500
0,207000,225000,11488.5,225000
1,112500,315000,13126.5,315000
1,90000,135000,11583,135000
0,193500,225000,23625,225000
0,90000,450000,14647.5,450000
1,112500,451804.5,30321,369000
0,72000,81000,6529.5,81000
1,135000,245002.5,22599,211500
0,135000,440784,28300.5,360000
0,360000,1575000,65128.5,1575000
1,225000,207396,16515,157500
0,157500,1350000,41904,1350000
0,81000,270000,14647.5,270000
0,180000,295452,31153.5,261000
0,67500,586764,24795,405000
0,225000,710640,69358.5,675000
0,180000,360000,28440,360000
0,247500,489024,38767.5,432000
0,112500,276903,22329,247500
1,189000,440784,34825.5,360000
1,81000,225000,14508,225000
0,112500,180000,19516.5,180000
0,202500,439740,23985,315000
0,225000,765000,51124.5,765000
0,157500,599472,30739.5,517500
0,112500,90000,6961.5,90000
1,126000,1665000,51808.5,1665000
0,126000,260640,24034.5,225000
0,85500,450000,14517,450000
0,135000,509400,31293,450000
1,328500,418500,21397.5,418500
0,58500,104256,11074.5,90000
0,112500,203985,17442,148500
0,315000,886320,,720000
0,247500,1022022,45720,913500
2,247500,1296000,72495,1296000
0,157500,1113399,47304,945000
0,202500,1011955.5,42876,904500
0,135000,292500,30712.5,292500
3,202500,500490,52686,450000
0,103500,769527,34024.5,612000
0,90000,52128,5611.5,45000
0,180000,45000,2295,45000
2,72000,602928,19449,477000
0,135000,1125000,47794.5,1125000
0,225000,276277.5,21955.5,238500
0,152100,135000,14539.5,135000
2,225000,783927,40153.5,688500
0,112500,225171,12343.5,171000
0,180000,675000,48136.5,675000
0,135000,360000,35604,360000
0,126000,639000,32625,639000
1,112500,481176,23278.5,360000
0,157500,450000,24543,450000
0,180000,270000,17253,270000
0,202500,1014493.5,48937.5,891000
0,202500,213723,22027.5,184500
0,225000,331920,16096.5,225000
0,180000,265500,11290.5,265500
0,112500,348624,14652,348624
0,202500,678996,34798.5,540000
1,135000,130320,15592.5,112500
0,135000,561393,20295,463500
0,315000,710640,80500.5,675000
0,157500,797818.5,40864.5,634500
1,157500,377370,30384,315000
0,103500,539100,22968,450000
0,292500,585000,37386,585000
0,157500,225000,11250,225000
1,171000,481500,21339,481500
1,202500,1125000,62820,1125000
0,180000,512995.5,39829.5,454500
1,270000,450000,44509.5,450000
0,157500,225171,17919,171000
0,157500,630000,38542.5,630000
0,432000,945000,33943.5,945000
1,135000,49752,5355,45000
0,180000,163512,10003.5,135000
1,270000,790830,45531,675000
0,81900,495000,38304,495000
0,202500,781920,34573.5,675000
0,103500,260640,26838,225000
2,112500,481176,23278.5,360000
0,270000,900000,29164.5,900000
0,225000,503266.5,49905,463500
0,225000,512446.5,40617,463500
0,135000,296280,12226.5,225000
0,103500,495000,50850,495000
0,112500,341280,21006,270000
0,112500,270000,19647,270000
2,315000,225000,24232.5,225000
0,135000,1107900,35869.5,900000
1,247500,612000,31378.5,612000
0,121500,675000,38749.5,675000
2,225000,675000,65889,675000
0,99000,213322.5,13180.5,162000
0,157500,630000,40392,630000
0,360000,675000,29731.5,675000
0,157500,450000,35685,450000
0,114750,270000,21024,270000
0,121500,254700,21780,225000
0,126000,831730.5,29875.5,702000
2,157500,577147.5,29596.5,459000
1,270000,486000,26496,486000
0,62100,272520,17545.5,225000
0,1125000,1245946.5,52920,1057500
0,180000,148500,18477,148500
2,225000,679896,50962.5,630000
0,135000,358344,28440,283500
2,180000,225000,26703,225000
0,180000,315000,33075,315000
1,202500,1096020,56092.5,900000
0,90000,225000,26833.5,225000
0,189000,494550,38403,450000
1,112500,407520,29785.5,360000
0,225000,509400,40374,450000
0,130500,356580,35397,315000
0,112500,815733,29430,688500
2,67500,331920,17077.5,225000
0,112500,328405.5,20218.5,283500
0,225000,900000,38263.5,900000
1,135000,260640,27499.5,225000
0,90000,1515415.5,47038.5,1354500
0,337500,766863,42948,702000
0,112500,450000,30204,450000
1,135000,1350000,55714.5,1350000
1,157500,1012500,56668.5,1012500
1,135000,341280,27094.5,270000
0,90000,450000,25258.5,450000
0,157500,675000,53329.5,675000
0,72000,296505,23076,247500
0,202500,646776,51228,585000
4,202500,871029,44473.5,765000
0,112500,177768,14175,135000
0,157500,296280,23539.5,225000
0,180000,900000,32328,900000
3,67500,341280,21937.5,270000
0,72000,296280,14382,225000
0,162000,278460,21676.5,225000
0,112500,320040,14494.5,225000
0,225000,497448,49329,472500
0,103500,431280,20875.5,360000
0,225000,1350000,55714.5,1350000
0,315000,315000,16105.5,315000
0,225000,265536,13684.5,180000
0,135000,440784,28300.5,360000
0,144000,388152,18801,324000
4,180000,550980,43659,450000
0,135000,598500,19305,450000
2,67500,1102500,35694,1102500
0,121500,238981.5,13095,162000
0,112500,148500,14818.5,148500
0,405000,450441,44680.5,405000
0,67500,67500,4257,67500
1,171000,900000,29164.5,900000
0,202500,285264,32391,252000
0,157500,675000,36747,675000
0,171000,1107900,35739,900000
0,135000,135000,6750,135000
0,247500,675000,28597.5,675000
0,112500,1572750,48816,1350000
0,202500,495000,30280.5,495000
0,90000,237024,15277.5,180000
0,85500,1736937,54045,1552500
0,90000,432000,22185,432000
0,225000,296505,23904,247500
0,135000,274500,15021,274500
0,243000,588645,21271.5,486000
0,76500,260640,26838,225000
1,270000,500490,51412.5,450000
1,189000,1665558,58023,1521000
0,135000,112068,8154,99000
0,90000,1350000,47056.5,1350000
2,81000,90000,9823.5,90000
0,225000,573408,24421.5,495000
0,153000,436360.5,32755.5,373500
0,180000,450000,35554.5,450000
0,360000,239418,17419.5,211500
0,81000,315000,19399.5,315000
0,157500,389844,21276,315000
0,45000,78192,8140.5,67500
0,72000,88884,5566.5,67500
1,180000,450000,21780,450000
0,135000,301464,18571.5,238500
0,225000,1024740,52452,900000
0,225000,245043,22603.5,198000
1,112500,112585.5,8320.5,85500
0,225000,454500,26221.5,454500
2,135000,208512,22023,180000
0,135000,90000,10809,90000
0,112500,651960,27535.5,450000
0,225000,225000,23625,225000
0,135000,161595,19305,139500
1,270000,958581,61389,877500
1,225000,119893.5,13689,103500
1,225000,413235,26536.5,337500
0,157500,266832,20776.5,238500
2,405000,625536,26631,540000
0,157500,331920,17077.5,225000
0,225000,743382,58864.5,634500
0,72675,315000,17883,315000
0,427500,1494436.5,61803,1395000
0,157500,583033.5,20038.5,373500
0,180000,436360.5,40153.5,373500
1,225000,630000,44932.5,630000
0,225000,573408,29407.5,495000
0,135000,450000,24412.5,450000
1,180000,790830,57676.5,675000
1,157500,525735,40815,450000
0,121500,207396,12816,157500
0,180000,432990,27801,382500
0,144000,49752,5350.5,45000
0,58500,189000,9090,189000
1,216000,315000,12006,315000
0,72000,148500,9211.5,148500
0,94500,306306,13491,247500
0,180000,260640,26838,225000
0,90000,270000,12987,270000
0,135000,290088,18666,229500
0,61200,145957.5,15084,126000
2,126000,332946,16146,238500
0,360000,849415.5,36117,697500
0,90000,539100,27522,450000
0,135000,90000,5751,90000
0,202500,295168.5,14328,238500
0,90000,1024740,45139.5,900000
0,225000,817560,29493,675000
0,81000,156384,16839,135000
1,180000,225000,10039.5,225000
0,135000,237024,12856.5,180000
0,90000,900000,45000,900000
0,171000,840285,43033.5,738000
0,45000,225000,10822.5,225000
0,225000,509400,34042.5,450000
0,112500,272520,17415,225000
0,180000,983160,54895.5,900000
0,162000,675000,25447.5,675000
1,117000,450000,22977,450000
1,202500,177768,12010.5,135000
1,67500,180000,8658,180000
0,135000,312840,24844.5,247500
1,180000,364896,28957.5,315000
0,180000,1024740,52452,900000
0,47250,177768,11002.5,135000
0,153000,675000,21906,675000
0,112500,208512,21892.5,180000
1,135000,525735,40815,450000
0,585000,1024740,49428,900000
0,225000,328500,39114,328500
0,225000,301500,19395,301500
2,225000,573408,29407.5,495000
0,180000,1350000,46926,1350000
0,180000,1515415.5,47038.5,1354500
0,261000,179865,14211,148500
0,112500,490770,16888.5,369000
0,157500,337500,17361,337500
0,117000,763056,28764,630000
2,112500,675000,34596,675000
0,90000,314055,13329,238500
0,108000,247500,15948,247500
2,225000,229500,27364.5,229500
0,180000,440784,34825.5,360000
0,45000,136287,8838,103500
0,180000,450000,35685,450000
1,162000,285723,22239,238500
1,130500,433458,22261.5,310500
1,112500,1326352.5,42916.5,1138500
0,121500,171841.5,8901,130500
0,135000,817560,29493,675000
0,112500,526491,23188.5,454500
1,247500,550980,43659,450000
1,225000,296280,15255,225000
0,270000,495882,39307.5,405000
0,126000,90000,9220.5,90000
0,166500,604683,28147.5,522000
0,99000,67500,6916.5,67500
0,135000,550980,43659,450000
0,157500,122521.5,11367,99000
0,360000,845410.5,35950.5,742500
